label	Assembly Accession	Organism Name	Assembly Release Date
pseudoalteromonas_piscicida	GCF_019797925.1	Pseudoalteromonas piscicida	2021-08-30
actinobacillus_equuli	GCF_000801145.1	Actinobacillus equuli subsp. equuli	2014-12-15
methylobacterium_radiotolerans	GCF_000019725.1	Methylobacterium radiotolerans JCM 2831	2008-03-21
coprothermobacter_proteolyticus	GCF_000020945.1	Coprothermobacter proteolyticus DSM 5265	2008-09-26
thermus_scotoductus	GCF_003959475.1	Thermus scotoductus	2018-12-21
hyphomonas_neptunium	GCF_000013025.1	Hyphomonas neptunium ATCC 15444	2006-09-18
pseudoxanthomonas_spadix	GCF_000233915.3	Pseudoxanthomonas spadix BD-a59	2011-11-17
hydrogenovibrio_crunogenus	GCF_004786015.1	Hydrogenovibrio crunogenus	2019-04-12
simiduia_agarivorans	GCF_000420285.1	Simiduia agarivorans SA1 = DSM 21679	2013-07-09
alteromonas_macleodii	GCF_002849875.1	Alteromonas macleodii	2018-01-03
hahella_chejuensis	GCF_000012985.1	Hahella chejuensis KCTC 2396	2005-12-14
mannheimia_haemolytica	GCF_002285575.1	Mannheimia haemolytica	2017-09-05
dokdonella_koreensis	GCF_001632775.1	Dokdonella koreensis DS-123	2016-04-27
ezakiella_massiliensis	GCF_900120165.1	Ezakiella massiliensis	2016-11-22
deinococcus_puniceus	GCF_001644565.1	Deinococcus puniceus	2016-05-16
salinicoccus_halodurans	GCF_001005905.1	Salinicoccus halodurans	2015-05-11
corynebacterium_crudilactis	GCF_001643015.1	Corynebacterium crudilactis	2016-05-13
proteiniphilum_saccharofermentans	GCF_900095135.1	Proteiniphilum saccharofermentans	2017-01-26
psychroflexus_torquis	GCF_000153485.2	Psychroflexus torquis ATCC 700755	2012-10-09
parageobacillus_thermoglucosidasius	GCF_001700985.1	Parageobacillus thermoglucosidasius	2016-08-09
hyphomicrobium_nitrativorans	GCF_000503895.1	Hyphomicrobium nitrativorans NL23	2013-12-04
halobacillus_halophilus	GCF_000284515.1	Halobacillus halophilus DSM 2266	2012-04-11
olleya_aquimaris	GCF_003259525.1	Olleya aquimaris	2018-06-21
flavobacterium_commune	GCF_001857965.1	Flavobacterium commune	2016-10-31
kluyvera_intermedia	GCF_009649915.1	Kluyvera intermedia	2019-11-12
prochlorococcus_marinus	GCF_000015665.1	Prochlorococcus marinus str. MIT 9515	2007-01-19
sulfurimonas_autotrophica	GCF_000147355.1	Sulfurimonas autotrophica DSM 16294	2010-09-15
sulfurimonas_gotlandica	GCF_000242915.1	Sulfurimonas gotlandica GD1	2012-01-18
sideroxydans_lithotrophicus	GCF_000025705.1	Sideroxydans lithotrophicus ES-1	2010-03-26
jeotgalicoccus_saudimassiliensis	GCF_000756715.1	Jeotgalicoccus saudimassiliensis	2014-09-15
flavobacterium_crassostreae	GCF_001831475.1	Flavobacterium crassostreae	2016-10-24
thermodesulfatator_indicus	GCF_000217795.1	Thermodesulfatator indicus DSM 15286	2011-06-10
desulfurobacterium_thermolithotrophum	GCF_000191045.1	Desulfurobacterium thermolithotrophum DSM 11699	2011-03-02
nitrosomonas_communis	GCF_001007935.1	Nitrosomonas communis	2015-05-15
shewanella_putrefaciens	GCF_025402875.1	Shewanella putrefaciens	2022-09-26
parvibaculum_lavamentivorans	GCF_000017565.1	Parvibaculum lavamentivorans DS-1	2007-07-30
clostridium_scatologenes	GCF_000968375.1	Clostridium scatologenes	2015-04-02
butyrivibrio_hungatei	GCF_001858005.1	Butyrivibrio hungatei	2016-10-31
butyrivibrio_proteoclasticus	GCF_000145035.1	Butyrivibrio proteoclasticus B316	2010-08-10
bifidobacterium_pseudolongum	GCF_002706665.1	Bifidobacterium pseudolongum subsp. globosum DSM 20092	2017-10-25
prevotella_scopos	GCF_001683355.1	Prevotella scopos JCM 17725	2016-07-11
agarivorans_gilvus	GCF_014636215.1	Agarivorans gilvus	2020-09-12
tessaracoccus_aquimaris	GCF_001997345.1	Tessaracoccus aquimaris	2017-02-14
rhodobacter_capsulatus	GCF_000021865.1	Rhodobacter capsulatus SB 1003	2010-04-09
thermodesulfovibrio_yellowstonii	GCF_000020985.1	Thermodesulfovibrio yellowstonii DSM 11347	2008-09-26
saccharospirillum_mangrovi	GCF_003367315.1	Saccharospirillum mangrovi	2018-08-08
pseudonocardia_dioxanivorans	GCF_000196675.2	Pseudonocardia dioxanivorans CB1190	2011-03-28
leminorella_richardii	GCF_900478135.1	Leminorella richardii	2018-06-17
thermodesulfobacterium_commune	GCF_000734015.1	Thermodesulfobacterium commune DSM 2178	2014-07-28
bacterioplanes_sanyensis	GCF_014652515.1	Bacterioplanes sanyensis	2020-09-12
desulfomicrobium_baculatum	GCF_000023225.1	Desulfomicrobium baculatum DSM 4028	2009-08-26
ferrimonas_balearica	GCF_000148645.1	Ferrimonas balearica DSM 9799	2010-09-24
dermatophilus_congolensis	GCF_900187045.1	Dermatophilus congolensis	2017-08-15
novosphingobium_pentaromativorans	GCF_000767465.1	Novosphingobium pentaromativorans US6-1	2014-10-20
desulfatibacillum_alkenivorans	GCF_900142135.1	Desulfatibacillum alkenivorans DSM 16219	2016-12-03
desulfovibrio_desulfuricans	GCF_017815575.1	Desulfovibrio desulfuricans	2021-04-07
novosphingobium_aromaticivorans	GCF_000013325.1	Novosphingobium aromaticivorans DSM 12444	2007-04-18
algoriphagus_machipongonensis	GCF_000166275.1	Algoriphagus machipongonensis	2010-11-09
niveispirillum_cyanobacteriorum	GCF_002868735.1	Niveispirillum cyanobacteriorum	2018-01-09
flavobacterium_indicum	GCF_000455605.1	Flavobacterium indicum GPTSA100-9 = DSM 17447	2012-03-15
photobacterium_gaetbulicola	GCF_003025515.1	Photobacterium gaetbulicola	2018-03-31
thauera_aromatica	GCF_003030465.1	Thauera aromatica K172	2018-04-02
azospirillum_thiophilum	GCF_001305595.1	Azospirillum thiophilum	2015-10-02
aequorivita_sublithincola	GCF_000265385.1	Aequorivita sublithincola DSM 14238	2012-06-08
syntrophus_aciditrophicus	GCF_000013405.1	Syntrophus aciditrophicus SB	2006-01-26
acidihalobacter_prosperus	GCF_000754095.2	Acidihalobacter prosperus	2016-06-22
maricaulis_maris	GCF_003634045.1	Maricaulis maris	2018-10-11
arenibacter_algicola	GCF_002234495.1	Arenibacter algicola	2017-07-27
candidatus_hamiltonella_defensa	GCF_000021705.1	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	2009-05-05
ammonifex_degensii	GCF_000024605.1	Ammonifex degensii KC4	2009-10-08
alteromonas_mediterranea	GCF_001886435.1	Alteromonas mediterranea	2016-11-28
laribacter_hongkongensis	GCF_000423285.1	Laribacter hongkongensis DSM 14985	2013-07-11
glaciecola_nitratireducens	GCF_000226565.1	Glaciecola nitratireducens FR1064	2011-09-28
colwellia_psychrerythraea	GCF_000012325.1	Colwellia psychrerythraea 34H	2005-07-26
pseudomonas_cremoricolorata	GCF_000425745.1	Pseudomonas cremoricolorata DSM 17059 = NBRC 16634	2013-07-11
sporosarcina_ureae	GCF_002081995.1	Sporosarcina ureae	2017-04-07
chryseobacterium_taklimakanense	GCF_003860545.1	Chryseobacterium taklimakanense	2018-12-04
rathayibacter_toxicus	GCF_018800825.1	Rathayibacter toxicus	2021-06-09
agrococcus_carbonis	GCF_900104705.1	Agrococcus carbonis	2016-10-20
paraburkholderia_graminis	GCF_003330785.1	Paraburkholderia graminis	2018-07-20
bradyrhizobium_erythrophlei	GCF_900142985.1	Bradyrhizobium erythrophlei	2016-12-02
frankia_casuarinae	GCF_000013345.1	Frankia casuarinae	2006-02-06
pseudomonas_psychrophila	GCF_011040435.1	Pseudomonas psychrophila	2020-02-29
lysinibacillus_fusiformis	GCF_000724775.3	Lysinibacillus fusiformis	2015-02-10
gottschalkia_acidurici	GCF_000299355.1	Gottschalkia acidurici 9a	2012-09-27
ehrlichia_chaffeensis	GCF_000632965.1	Ehrlichia chaffeensis str. West Paces	2014-04-17
desulfococcus_multivorans	GCF_002009335.2	Desulfococcus multivorans	2017-03-08
vibrio_harveyi	GCF_030060435.1	Vibrio harveyi	2023-05-22
desulfosporosinus_acidiphilus	GCF_000255115.2	Desulfosporosinus acidiphilus SJ4	2012-06-15
echinicola_vietnamensis	GCF_000325705.1	Echinicola vietnamensis DSM 17526	2012-12-19
fervidobacterium_pennivorans	GCF_000235405.2	Fervidobacterium pennivorans DSM 9078	2012-04-02
solitalea_canadensis	GCF_000242635.2	Solitalea canadensis DSM 3403	2012-03-08
sulfurospirillum_barnesii	GCF_000265295.1	Sulfurospirillum barnesii SES-3	2012-06-07
thiomicrospira_cyclica	GCF_000214825.1	Thiomicrospira cyclica ALM1	2011-05-25
clostridium_saccharobutylicum	GCF_000473995.1	Clostridium saccharobutylicum DSM 13864	2013-10-18
methylotenera_mobilis	GCF_000023705.1	Methylotenera mobilis JLW8	2009-07-15
methylocella_silvestris	GCF_000021745.1	Methylocella silvestris BL2	2008-12-15
candidatus_thioglobus_autotrophicus	GCF_001293165.1	Candidatus Thioglobus autotrophicus	2015-09-17
planococcus_rifietoensis	GCF_001465795.2	Planococcus rifietoensis	2016-01-25
capnocytophaga_cynodegmi	GCF_002302475.1	Capnocytophaga cynodegmi	2017-09-14
porphyromonas_asaccharolytica	GCF_000212375.1	Porphyromonas asaccharolytica DSM 20707	2011-05-05
gallibacterium_anatis	GCF_000772265.1	Gallibacterium anatis DSM 16844 = F 149	2014-11-05
haliscomenobacter_hydrossis	GCF_000212735.1	Haliscomenobacter hydrossis DSM 1100	2011-05-09
cytophaga_hutchinsonii	GCF_000014145.1	Cytophaga hutchinsonii ATCC 33406	2006-07-11
cupriavidus_necator	GCF_004798725.1	Cupriavidus necator H16	2019-04-17
candidatus_thiodictyon_syntrophicum	GCF_002813775.1	Candidatus Thiodictyon syntrophicum	2017-12-07
gallionella_capsiferriformans	GCF_000145255.1	Gallionella capsiferriformans ES-2	2010-08-11
mariprofundus_aestuarium	GCF_002795805.1	Mariprofundus aestuarium	2017-11-27
mariprofundus_ferrinatatus	GCF_002795825.1	Mariprofundus ferrinatatus	2017-11-27
geminocystis_herdmanii	GCF_000332235.1	Geminocystis herdmanii PCC 6308	2013-01-22
mageeibacillus_indolicus	GCF_000025225.2	Mageeibacillus indolicus UPII9-5	2010-09-21
corynebacterium_timonense	GCF_000312345.1	Corynebacterium timonense 5401744	2012-10-03
kribbella_flavida	GCF_000024345.1	Kribbella flavida DSM 17836	2010-01-13
oenococcus_oeni	GCF_020510245.1	Oenococcus oeni	2021-10-15
corynebacterium_doosanense	GCF_000767055.1	Corynebacterium doosanense CAU 212 = DSM 45436	2014-10-16
aggregatibacter_actinomycetemcomitans	GCF_023518055.1	Aggregatibacter actinomycetemcomitans	2022-05-23
candidatus_fonsibacter_ubiquis	GCF_002688585.1	Candidatus Fonsibacter ubiquis	2017-10-24
thioalkalivibrio_paradoxus	GCF_000227685.2	Thioalkalivibrio paradoxus ARh 1	2014-01-03
allochromatium_vinosum	GCF_000025485.1	Allochromatium vinosum DSM 180	2010-02-16
thiomicrospira_aerophila	GCF_000227665.2	Thiomicrospira aerophila AL3	2014-01-03
marichromatium_purpuratum	GCF_000224005.2	Marichromatium purpuratum 984	2014-01-03
pseudoalteromonas_arctica	GCF_000238395.3	Pseudoalteromonas arctica A 37-1-2	2017-09-18
pseudoalteromonas_agarivorans	GCF_003668795.1	Pseudoalteromonas agarivorans	2018-10-22
methylosinus_trichosporium	GCF_000178815.2	Methylosinus trichosporium OB3b	2014-01-06
oscillatoria_acuminata	GCF_000317105.1	Oscillatoria acuminata PCC 6304	2012-12-05
leptolyngbya_boryana	GCF_002142475.1	Leptolyngbya boryana IAM M-101	2015-02-14
oscillatoria_nigro-viridis	GCF_000317475.1	Oscillatoria nigro-viridis PCC 7112	2012-12-06
arthrospira_platensis	GCF_009176225.1	Arthrospira platensis NIES-46	2019-10-17
paracoccus_aminovorans	GCF_900005615.1	Paracoccus aminovorans	2017-08-14
halomicronema_hongdechloris	GCF_002075285.3	Halomicronema hongdechloris C2206	2019-01-25
candidatus_planktophila_dulcis	GCF_002287965.1	Candidatus Planktophila dulcis	2017-09-08
candidatus_nanopelagicus_abundans	GCF_002288305.1	Candidatus Nanopelagicus abundans	2017-09-08
candidatus_nanopelagicus_limnes	GCF_002287885.2	Candidatus Nanopelagicus limnes	2017-10-05
fibrella_aestuarina	GCF_000331105.1	Fibrella aestuarina BUZ 2	2012-04-11
actinopolyspora_erythraea	GCF_002263515.1	Actinopolyspora erythraea	2017-08-22
sphingomonas_melonis	GCF_000371765.1	Sphingomonas melonis C3	2013-04-19
calothrix_parietina	GCF_014696555.1	Calothrix parietina FACHB-288	2020-09-22
cyanobium_gracile	GCF_000316515.1	Cyanobium gracile PCC 6307	2012-12-04
anabaena_cylindrica	GCF_000317695.1	Anabaena cylindrica PCC 7122	2012-12-07
geobacter_metallireducens	GCF_000012925.1	Geobacter metallireducens GS-15	2005-10-27
desulfosporosinus_youngiae	GCF_000244895.1	Desulfosporosinus youngiae DSM 17734	2012-02-01
saprospira_grandis	GCF_000250635.1	Saprospira grandis str. Lewin	2012-02-27
niabella_soli	GCF_000243115.2	Niabella soli DSM 19437	2014-01-03
desulfitobacterium_metallireducens	GCF_000231405.2	Desulfitobacterium metallireducens DSM 15288	2014-01-03
desulfosporosinus_meridiei	GCF_000231385.2	Desulfosporosinus meridiei DSM 13257	2012-08-27
thermus_oshimai	GCF_000309885.1	Thermus oshimai JL-2	2012-11-05
frateuria_aurantia	GCF_000242255.2	Frateuria aurantia DSM 6220	2012-03-02
microvirga_ossetica	GCF_002741015.1	Microvirga ossetica	2016-08-05
desulfosporosinus_orientis	GCF_000235605.1	Desulfosporosinus orientis DSM 765	2011-11-16
planktothrix_agardhii	GCF_904830935.1	Planktothrix agardhii	2022-06-30
burkholderia_mallei	GCF_002346025.1	Burkholderia mallei	2017-09-22
treponema_pedis	GCF_000447675.1	Treponema pedis str. T A4	2013-08-16
photorhabdus_laumondii	GCF_000196155.1	Photorhabdus laumondii subsp. laumondii TTO1	2003-10-03
photorhabdus_thracensis	GCF_001010285.1	Photorhabdus thracensis	2015-05-19
neorickettsia_helminthoeca	GCF_000632985.1	Neorickettsia helminthoeca str. Oregon	2014-04-17
rhodomicrobium_vannielii	GCF_000166055.1	Rhodomicrobium vannielii ATCC 17100	2010-11-05
xanthomonas_translucens	GCF_017301775.1	Xanthomonas translucens pv. undulosa	2021-03-08
ehrlichia_muris	GCF_000508225.1	Ehrlichia muris AS145	2013-12-16
bacillus_altitudinis	GCF_001191605.1	Bacillus altitudinis	2015-08-03
hydrogenobacter_thermophilus	GCF_000164905.1	Hydrogenobacter thermophilus TK-6	2010-10-15
candidatus_accumulibacter_phosphatis	GCF_012939955.1	Candidatus Accumulibacter phosphatis	2020-05-01
asticcacaulis_excentricus	GCF_000175215.2	Asticcacaulis excentricus CB 48	2010-12-22
staphylococcus_carnosus	GCF_900458435.1	Staphylococcus carnosus	2018-08-01
candidatus_cloacimonas_acidaminovorans	GCF_000146065.2	Candidatus Cloacimonas acidaminovorans str. Evry	2008-02-12
oceanicoccus_sagamiensis	GCF_002117105.1	Oceanicoccus sagamiensis	2017-05-02
actinopolymorpha_singaporensis	GCF_900104745.1	Actinopolymorpha singaporensis	2016-10-20
acidobacterium_capsulatum	GCF_000022565.1	Acidobacterium capsulatum ATCC 51196	2009-03-30
sulfurihydrogenibium_azorense	GCF_000021545.1	Sulfurihydrogenibium azorense Az-Fu1	2009-03-25
advenella_mimigardefordensis	GCF_000521505.1	Advenella mimigardefordensis DPN7	2014-01-22
desulfobacula_toluolica	GCF_000307105.1	Desulfobacula toluolica Tol2	2012-09-17
pragia_fontium	GCF_900638655.1	Pragia fontium	2018-12-20
amycolatopsis_albispora	GCF_003312875.1	Amycolatopsis albispora	2018-07-11
sedimenticola_thiotaurini	GCF_001007875.1	Sedimenticola thiotaurini	2015-05-15
runella_slithyformis	GCF_000218895.1	Runella slithyformis DSM 19594	2011-06-17
azorhizobium_caulinodans	GCF_000010525.1	Azorhizobium caulinodans ORS 571	2007-10-16
paraburkholderia_sprentiae	GCF_001865575.2	Paraburkholderia sprentiae WSM5005	2021-06-29
thalassospira_xiamenensis	GCF_000300235.2	Thalassospira xiamenensis M-5 = DSM 17429	2015-01-09
aerococcus_urinaehominis	GCF_001543245.1	Aerococcus urinaehominis	2016-02-01
candidatus_koribacter_versatilis	GCF_000014005.1	Candidatus Koribacter versatilis Ellin345	2006-05-04
nitrosomonas_eutropha	GCF_000014765.1	Nitrosomonas eutropha C91	2006-09-13
candidatus_puniceispirillum_marinum	GCF_000024465.1	Candidatus Puniceispirillum marinum IMCC1322	2010-03-31
candidatus_planktophila_versatilis	GCF_002288145.1	Candidatus Planktophila versatilis	2017-09-08
spirosoma_pollinicola	GCF_002831565.1	Spirosoma pollinicola	2017-12-11
kangiella_profundi	GCF_002838765.1	Kangiella profundi	2017-12-13
riemerella_anatipestifer	GCF_019552185.1	Riemerella anatipestifer	2021-08-11
thiobacillus_denitrificans	GCF_000376425.1	Thiobacillus denitrificans DSM 12475	2013-04-20
buchnera_aphidicola	GCF_003099975.1	Buchnera aphidicola (Schizaphis graminum)	2018-05-09
arthrobacter_crystallopoietes	GCF_002849715.1	Arthrobacter crystallopoietes	2018-01-03
mesoplasma_syrphidae	GCF_002843565.1	Mesoplasma syrphidae	2017-12-17
pseudomonas_alkylphenolica	GCF_009755645.1	Pseudomonas alkylphenolica	2019-12-16
methylocystis_bryophila	GCF_002117405.1	Methylocystis bryophila	2017-05-02
flavobacterium_faecale	GCF_003076455.1	Flavobacterium faecale	2018-05-01
virgibacillus_halodenitrificans	GCF_001878675.1	Virgibacillus halodenitrificans	2016-11-14
beijerinckia_indica	GCF_000019845.1	Beijerinckia indica subsp. indica ATCC 9039	2008-04-11
pseudoalteromonas_aliena	GCF_001999225.1	Pseudoalteromonas aliena	2017-02-14
akkermansia_muciniphila	GCF_009731575.1	Akkermansia muciniphila	2019-11-28
spirosoma_aerolatum	GCF_002056795.1	Spirosoma aerolatum	2017-03-21
niabella_ginsenosidivorans	GCF_001654455.1	Niabella ginsenosidivorans	2016-06-02
bordetella_petrii	GCF_000067205.1	Bordetella petrii	2007-12-18
candidatus_phycorickettsia_trachydisci	GCF_003015145.1	Candidatus Phycorickettsia trachydisci	2018-03-26
micavibrio_aeruginosavorus	GCF_000226315.1	Micavibrio aeruginosavorus ARL-13	2011-09-23
bifidobacterium_choerinum	GCF_002761235.1	Bifidobacterium choerinum	2017-11-07
thauera_humireducens	GCF_001051995.2	Thauera humireducens	2016-03-08
candidatus_methylopumilus_planktonicus	GCF_006364455.1	Candidatus Methylopumilus planktonicus	2019-06-19
denitrovibrio_acetiphilus	GCF_000025725.1	Denitrovibrio acetiphilus DSM 12809	2010-03-11
salinibacter_ruber	GCF_003491405.1	Salinibacter ruber	2018-09-07
corynebacterium_cystitidis	GCF_900187295.1	Corynebacterium cystitidis	2017-08-15
echinicola_strongylocentroti	GCF_003260975.1	Echinicola strongylocentroti	2018-06-23
pontibacter_akesuensis	GCF_001611675.1	Pontibacter akesuensis	2016-04-06
thermoanaerobacter_siderophilus	GCF_000262445.1	Thermoanaerobacter siderophilus SR4	2012-06-19
martelella_mediterranea	GCF_002043005.1	Martelella mediterranea DSM 17316	2017-03-20
sphingobium_baderi	GCF_001046655.1	Sphingobium baderi LL03	2015-07-07
corynebacterium_urealyticum	GCF_900187235.1	Corynebacterium urealyticum	2017-08-15
thioalkalivibrio_sulfidiphilus	GCF_000021985.1	Thioalkalivibrio sulfidiphilus HL-EbGr7	2009-01-13
bifidobacterium_scardovii	GCF_001042635.1	Bifidobacterium scardovii JCM 12489 = DSM 13734	2015-02-17
bifidobacterium_catenulatum	GCF_001025195.1	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	2015-03-24
bifidobacterium_coryneforme	GCF_000737865.1	Bifidobacterium coryneforme	2014-08-05
bifidobacterium_actinocoloniiforme	GCF_001263395.1	Bifidobacterium actinocoloniiforme DSM 22766	2015-08-10
dehalococcoides_mccartyi	GCF_000830905.1	Dehalococcoides mccartyi CG4	2014-08-04
francisella_noatunensis	GCF_016605205.1	Francisella noatunensis	2021-01-11
paenibacillus_kribbensis	GCF_002240415.1	Paenibacillus kribbensis	2017-08-03
pseudomonas_amygdali	GCF_000145945.2	Pseudomonas amygdali pv. tabaci str. ATCC 11528	2019-08-15
rhodococcus_fascians	GCF_001620305.1	Rhodococcus fascians D188	2016-04-14
thermacetogenium_phaeum	GCF_000305935.1	Thermacetogenium phaeum DSM 12270	2012-10-17
xanthobacter_autotrophicus	GCF_005871085.1	Xanthobacter autotrophicus	2019-05-28
thermoclostridium_stercorarium	GCF_000331995.1	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	2013-01-17
mesoplasma_chauliocola	GCF_002290085.1	Mesoplasma chauliocola	2017-09-12
shewanella_japonica	GCF_002075795.1	Shewanella japonica	2017-03-31
ruminococcus_albus	GCF_000179635.2	Ruminococcus albus 7 = DSM 20455	2010-12-23
halotalea_alkalilenta	GCF_000621205.1	Halotalea alkalilenta DSM 17697	2014-04-08
roseomonas_gilardii	GCF_001941945.1	Roseomonas gilardii	2017-01-06
shewanella_pealeana	GCF_000018285.1	Shewanella pealeana ATCC 700345	2007-10-04
thermoanaerobacter_mathranii	GCF_000092965.1	Thermoanaerobacter mathranii subsp. mathranii str. A3	2010-05-26
pseudoalteromonas_tetraodonis	GCF_002310835.1	Pseudoalteromonas tetraodonis	2017-09-18
tenacibaculum_todarodis	GCF_001889045.1	Tenacibaculum todarodis	2016-12-05
bartonella_clarridgeiae	GCF_000253015.1	Bartonella clarridgeiae 73	2011-01-17
borrelia_coriaceae	GCF_023035295.1	Borrelia coriaceae	2022-04-18
anaplasma_phagocytophilum	GCF_000439775.1	Anaplasma phagocytophilum str. JM	2013-07-24
rickettsia_felis	GCF_000804505.1	Rickettsia felis	2014-12-18
pediococcus_damnosus	GCF_001611155.1	Pediococcus damnosus	2016-04-05
mesorhizobium_japonicum	GCF_012913625.1	Mesorhizobium japonicum R7A	2020-04-28
pseudomonas_brassicacearum	GCF_008370715.1	Pseudomonas brassicacearum	2019-09-12
tolumonas_auensis	GCF_000023065.1	Tolumonas auensis DSM 9187	2009-05-13
dickeya_solani	GCF_002846995.1	Dickeya solani	2017-12-21
borreliella_burgdorferi	GCF_000181575.2	Borreliella burgdorferi Bol26	2009-04-01
rickettsia_bellii	GCF_002078315.1	Rickettsia bellii	2017-04-04
salinispira_pacifica	GCF_000507245.1	Salinispira pacifica	2013-12-13
listeria_seeligeri	GCF_000027145.1	Listeria seeligeri serovar 1/2b str. SLCC3954	2010-02-18
lactococcus_raffinolactis	GCF_002310475.1	Lactococcus raffinolactis	2017-09-18
ralstonia_solanacearum	GCF_021117135.1	Ralstonia solanacearum	2021-12-08
chlorobaculum_tepidum	GCF_000006985.1	Chlorobaculum tepidum TLS	2002-07-02
deinococcus_radiodurans	GCF_020546685.1	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539	2021-10-25
[eubacterium]_cellulosolvens	GCF_000621585.1	[Eubacterium] cellulosolvens LD2006	2014-04-08
luteitalea_pratensis	GCF_001618865.1	Luteitalea pratensis	2016-04-12
paenibacillus_yonginensis	GCF_001685395.1	Paenibacillus yonginensis	2016-07-15
achromobacter_insolitus	GCF_008245125.1	Achromobacter insolitus	2019-09-03
chlorobium_phaeobacteroides	GCF_000015125.1	Chlorobium phaeobacteroides DSM 266	2006-12-11
candidatus_desulforudis_audaxviator	GCF_003932015.1	Candidatus Desulforudis audaxviator	2019-03-01
syntrophothermus_lipocalidus	GCF_000092405.1	Syntrophothermus lipocalidus DSM 12680	2010-05-28
melioribacter_roseus	GCF_000279145.1	Melioribacter roseus P3M-2	2012-07-18
marivirga_tractuosa	GCF_000183425.1	Marivirga tractuosa DSM 4126	2010-11-30
bacillus_cytotoxicus	GCF_002250945.2	Bacillus cytotoxicus	2018-05-18
candidatus_nucleicultrix_amoebiphila	GCF_002117145.1	Candidatus Nucleicultrix amoebiphila FS5	2017-05-02
pandoraea_pnomenusa	GCF_000504585.2	Pandoraea pnomenusa	2016-11-17
desulfocapsa_sulfexigens	GCF_000341395.1	Desulfocapsa sulfexigens DSM 10523	2013-02-20
polynucleobacter_difficilis	GCF_003065365.1	Polynucleobacter difficilis	2018-04-23
desulfotalea_psychrophila	GCF_000025945.1	Desulfotalea psychrophila LSv54	2004-07-31
rhodoluna_lacicola	GCF_000699505.1	Rhodoluna lacicola	2014-06-09
sulfuricaulis_limicola	GCF_002355735.1	Sulfuricaulis limicola	2016-07-30
caldicellulosiruptor_hydrothermalis	GCF_000166355.1	Caldicellulosiruptor hydrothermalis 108	2010-11-10
spirosoma_rigui	GCF_002067135.1	Spirosoma rigui	2017-03-21
symbiobacterium_thermophilum	GCF_000009905.1	Symbiobacterium thermophilum IAM 14863	2004-09-02
polaromonas_naphthalenivorans	GCF_000015505.1	Polaromonas naphthalenivorans CJ2	2007-01-04
chondromyces_crocatus	GCF_001189295.1	Chondromyces crocatus	2015-07-30
nitrosomonas_europaea	GCF_000009145.1	Nitrosomonas europaea ATCC 19718	2003-05-06
acholeplasma_oculi	GCF_900444665.1	Acholeplasma oculi	2018-08-07
halomonas_beimenensis	GCF_002549795.1	Halomonas beimenensis	2017-10-13
verrucomicrobium_spinosum	GCF_000172155.1	Verrucomicrobium spinosum DSM 4136 = JCM 18804	2008-01-02
fusobacterium_mortiferum	GCF_003019315.1	Fusobacterium mortiferum ATCC 9817	2018-03-26
shewanella_psychrophila	GCF_002005305.1	Shewanella psychrophila	2017-02-21
thermosipho_africanus	GCF_000021285.1	Thermosipho africanus TCF52B	2008-12-10
porphyromonas_crevioricanis	GCF_900476255.1	Porphyromonas crevioricanis	2018-06-17
syntrophobacter_fumaroxidans	GCF_000014965.1	Syntrophobacter fumaroxidans MPOB	2006-10-26
syntrophomonas_wolfei	GCF_000014725.1	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	2006-09-14
fervidobacterium_nodosum	GCF_000017545.1	Fervidobacterium nodosum Rt17-B1	2007-07-30
vibrio_tubiashii	GCF_000772105.1	Vibrio tubiashii ATCC 19109	2014-11-05
shewanella_violacea	GCF_000091325.1	Shewanella violacea DSS12	2010-04-01
sulfurospirillum_deleyianum	GCF_000024885.1	Sulfurospirillum deleyianum DSM 6946	2009-11-18
clostridium_novyi	GCF_003614235.1	Clostridium novyi	2018-10-04
lutibacter_profundi	GCF_001543325.1	Lutibacter profundi	2016-02-01
nautilia_profundicola	GCF_000021725.1	Nautilia profundicola AmH	2009-02-13
methylobacterium_phyllosphaerae	GCF_001936175.1	Methylobacterium phyllosphaerae	2017-01-05
microbacterium_aurum	GCF_001974985.1	Microbacterium aurum	2017-01-30
borrelia_anserina	GCF_001936255.1	Borrelia anserina Es	2017-01-05
fimbriimonas_ginsengisoli	GCF_000724625.1	Fimbriimonas ginsengisoli Gsoil 348	2014-07-10
methylophaga_frappieri	GCF_000260965.1	Methylophaga frappieri	2012-05-03
chromobacterium_vaccinii	GCF_001855275.1	Chromobacterium vaccinii	2016-10-27
wigglesworthia_glossinidia	GCF_000247565.1	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	2012-02-10
arcticibacterium_luteifluviistationis	GCF_003258705.1	Arcticibacterium luteifluviistationis	2018-06-20
azospirillum_humicireducens	GCF_001639105.2	Azospirillum humicireducens	2018-04-18
rickettsia_prowazekii	GCF_000277165.1	Rickettsia prowazekii str. Chernikova	2012-03-21
phaeobacter_porticola	GCF_001888185.1	Phaeobacter porticola	2016-12-02
candidatus_methylopumilus_turicensis	GCF_000953015.1	Candidatus Methylopumilus turicensis	2015-02-04
